default_code|name|description|sale_ok|purchase_ok|can_be_expensed|type|list_price|standard_price|barcode|categ_id|categ_parent_1|categ_parent_2|categ_parent_3|categ_parent_4|categ_parent_5|incoming_inspection|manufacturer_pref|warranty|warranty_type|lead_time|lead_time_type|rohs_regulation|manufacturer_purl|manufacturer_id|active|arancel_id|ecoraee_active|tracking|weight|intrastat_id|default_ubication|optional_product_ids|route_ids|version|uom_id|uom_po_id|invoice_policy|event_ok|customer_ids|description_sale|sale_line_warn|responsible_id|volume|produce_delay|sale_delay|hs_code|description_pickingout|description_pickingin|description_picking|intrastat_origin_country_id
REP-33340/01530|REPARACION EQUIPO CON S/N: 33340||Sí|Sí|No|product|342,242538461538|222,45765|http://server7/qr-almacen/?ref=REP-33340-01530&token=aa813cae8bbdfd75613db52b2f0c3b60||TODAS|REPARACIONES DMA|REPARACION DMA| | |No|REP-33340/01530||year|15|day|Sí||50143|No|0|No|none|0|84733080|MONO/Stock||Fabricar|||||||||||||||||
REP-33365/02857|REPARACIÓN 33365 SERVI||Sí|Sí|No|product|45|29,25|http://server7/qr-almacen/?ref=REP-33365-02857&token=9e4b61bc09caaeefdbdf242f2f03ac8e||TODAS|REPARACIONES DMA|REPARACION DMA| | |No|REP-33365/02857||year|15|day|Sí||50143|No|0|No|none|0|84733080|MONO/Stock||Fabricar|||||||||||||||||
REP-33401/01081|REPARACION EQUIPO CON N/S: 33401||Sí|Sí|No|product|319,525215384615|207,69139|http://server7/qr-almacen/?ref=REP-33401-01081&token=c136e17130f3cb53d6ea9f8c8236d072||TODAS|REPARACIONES DMA|REPARACION DMA| | |No|REP-33401/01081||year|15|day|Sí||50143|No|0|No|none|0|84733080|MONO/Stock||Fabricar|||||||||||||||||
REP-33402/01899|REPARACION EQUIPO||Sí|Sí|No|product|92,5914461538462|60,18444|http://server7/qr-almacen/?ref=REP-33402-01899&token=328ef996c83251b931ab7fa84413edad||TODAS|REPARACIONES DMA|REPARACION DMA| | |No|REP-33402/01899||year|15|day|Sí||50143|No|0|No|none|0|84733080|MONO/Stock||Fabricar|||||||||||||||||
REP-33404/02409|REPARACIÓN SERVI 33404||Sí|Sí|No|product|110,94537|72,11449|http://server7/qr-almacen/?ref=REP-33404-02409&token=51cef26f67d94bbb75865902534d5c25||TODAS|REPARACIONES DMA|REPARACION DMA| | |No|REP-33404/02409||year|15|day|No||50143|No|0|No|none|0|84733080|MONO/Stock||Fabricar|||||||||||||||||
REP-33404/03059|REPARACIÓN PPR/6592 - 33404||Sí|Sí|No|product|67,5|43,875|http://server7/qr-almacen/?ref=REP-33404-03059&token=46d019621e106852195a236e51ade538||TODAS|REPARACIONES DMA|REPARACION DMA| | |No|REP-33404/03059||year|15|day|Sí||50143|No|0|No|none|0|84733080|MONO/Stock||Fabricar|||||||||||||||||
REP-33405/01362|REPARACION EQUIPO CON S/N: 33405||Sí|Sí|No|product|169,411923076923|110,11775|http://server7/qr-almacen/?ref=REP-33405-01362&token=fe6217c085a4ffd659191e0dd0f2c5c5||TODAS|REPARACIONES DMA|REPARACION DMA| | |No|REP-33405/01362||year|15|day|Sí||50143|No|0|No|none|0|84733080|MONO/Stock||Fabricar|||||||||||||||||
REP-33407/00783|REPARACION EQUIPO CON S/N 33407||Sí|Sí|No|product|122,824615384615|79,836|http://server7/qr-almacen/?ref=REP-33407-00783&token=36abc35099b6a129ac7cff2eefadf0c5||TODAS|REPARACIONES DMA|REPARACION DMA| | |No|REP-33407/00783|2|year|22|day|Sí||50143|No|0|No|none|0|84733080|MONO/Stock||Fabricar|||||||||||||||||
REP-33408/01201|REPARACION EQUIPO  CON S/N: 33408||Sí|Sí|No|product|184,322292307692|119,80949|http://server7/qr-almacen/?ref=REP-33408-01201&token=f5dab0018ad0724989d0c49155aa4b5c||TODAS|REPARACIONES DMA|REPARACION DMA| | |No|REP-33408/01201||year|15|day|Sí||50143|No|0|No|none|0|84733080|MONO/Stock||Fabricar|||||||||||||||||
REP-33408/01469|REPARACION EQUIPO||Sí|Sí|No|product|327,609230769231|212,946|http://server7/qr-almacen/?ref=REP-33408-01469&token=6697df49206287fc90ea27c87220d96d||TODAS|REPARACIONES DMA|REPARACION DMA| | |No|REP-33408/01469||year|15|day|Sí||50143|No|0|No|none|0|84733080|MONO/Stock||Fabricar|||||||||||||||||
REP-33416/02320|REPARACIÓN EQUIPO||Sí|Sí|No|product|185,78188|120,75822|http://server7/qr-almacen/?ref=REP-33416-02320&token=48e54098b95fb0a9cec1a2fd0426e807||TODAS|REPARACIONES DMA|REPARACION DMA| | |No|REP-33416/02320||year|15|day|No||50143|No|0|No|none|0|84733080|MONO/Stock||Fabricar|||||||||||||||||
REP-33420/02487|REPARACIÓN SERVI 33420||Sí|Sí|No|product|176,76146|114,89495|http://server7/qr-almacen/?ref=REP-33420-02487&token=3fbc033283e13b3cf5434fef551eb452||TODAS|REPARACIONES DMA|REPARACION DMA| | |No|REP-33420/02487||year|15|day|No||50143|No|0|No|none|0|84733080|MONO/Stock||Fabricar|||||||||||||||||
REP-33420/02592|REPARACIÓN SERVI 33420||Sí|Sí|No|product|45|29,25|http://server7/qr-almacen/?ref=REP-33420-02592&token=a1884ecdc11b9d2cd1c93048f487bd12||TODAS|REPARACIONES DMA|REPARACION DMA| | |No|REP-33420/02592||year|15|day|Sí||50143|No|0|No|none|0|84733080|MONO/Stock||Fabricar|||||||||||||||||
REP-33435/002958|REPARACIÓN PPR/6325 - 33435||Sí|Sí|No|product|255,24615|165,91|http://server7/qr-almacen/?ref=REP-33435-002958&token=8bd8944a5f7c61dab978568894bf0336||TODAS|REPARACIONES DMA|REPARACION DMA| | |No|REP-33435/002958||year|15|day|Sí||50143|No|0|No|none|0|84733080|MONO/Stock||Fabricar|||||||||||||||||
REP-33458/01081|REPARACION EQUIPO CON S/N 33458||Sí|Sí|No|product|141,556415384615|92,01167|http://server7/qr-almacen/?ref=REP-33458-01081&token=15db3462332301108955fd6e74118184||TODAS|REPARACIONES DMA|REPARACION DMA| | |No|REP-33458/01081||year|15|day|Sí||50143|No|0|No|none|0|84733080|MONO/Stock||Fabricar|||||||||||||||||
REP-33458/03347|REPARACIÓN PPR/7132-33458||Sí|Sí|No|product|175,70154|114,206|http://server7/qr-almacen/?ref=REP-33458-03347&token=95097829341a1d421e9eb2c3253fb140||TODAS|REPARACIONES DMA|REPARACION DMA| | |No|REP-33458/03347||year|15|day|Sí||50143|No|0|No|none|0|84733080|MONO/Stock||Fabricar|||||||||||||||||
REP-33459/03318|REPARACIÓN PPR/7076 - 33459||Sí|Sí|No|product|490,573|318,87245|http://server7/qr-almacen/?ref=REP-33459-03318&token=7f686b6f71e65e6b9fcb80df70dfb4e9||TODAS|REPARACIONES DMA|REPARACION DMA| | |No|REP-33459/03318||year|15|day|Sí||50143|No|0|No|none|0|84733080|MONO/Stock||Fabricar|||||||||||||||||
REP-33460/02487|REPARACIÓN 33460 SERVI||Sí|Sí|No|product|72,55605|47,16143|http://server7/qr-almacen/?ref=REP-33460-02487&token=f2d979a9a5d9129fe83eac2232ec6422||TODAS|REPARACIONES DMA|REPARACION DMA| | |No|REP-33460/02487||year|15|day|No||50143|No|0|No|none|0|84733080|MONO/Stock||Fabricar|||||||||||||||||
REP-33465/02409|REPARACIÓN SERVI 33465||Sí|Sí|No|product|45|29,25|http://server7/qr-almacen/?ref=REP-33465-02409&token=55daa11f015d11145eb75ecec45dcf72||TODAS|REPARACIONES DMA|REPARACION DMA| | |No|REP-33465/02409||year|15|day|No||50143|No|0|No|none|0|84733080|MONO/Stock||Fabricar|||||||||||||||||
REP-33465/03634|REPARACIÓN  33465||Sí|Sí|No|product|101,32257|65,85967|http://server7/qr-almacen/?ref=REP-33465-03634&token=7bbd46c7dd40eddeddeb394a9303ea7c||TODAS|REPARACIONES DMA|REPARACION DMA| | |No|REP-33465/03634||year|15|day|Sí||50143|No|0|No|none|0|84733080|MONO/Stock||Fabricar|||||||||||||||||
REP-33467/02840|REPARACIÓN 33467 SERVI||Sí|Sí|No|product|371,30678|241,34941|http://server7/qr-almacen/?ref=REP-33467-02840&token=bf4bcc29b09b2e98a4eedb06decdc4c4||TODAS|REPARACIONES DMA|REPARACION DMA| | |No|REP-33467/02840||year|15|day|Sí||50143|No|0|No|none|0|84733080|MONO/Stock||Fabricar|||||||||||||||||
REP-33467/03268|REPARACIÓN PPR/6923 - 33467||Sí|Sí|No|product|293,02308|190,465|http://server7/qr-almacen/?ref=REP-33467-03268&token=5f92aed93902b53cf7d4a178ec06d6fb||TODAS|REPARACIONES DMA|REPARACION DMA| | |No|REP-33467/03268||year|15|day|Sí||50143|No|0|No|none|0|84733080|MONO/Stock||Fabricar|||||||||||||||||
REP-33468/02930|REPARACIÓN PPR/6219 - 33468||Sí|Sí|No|product|221,72755|144,12291|http://server7/qr-almacen/?ref=REP-33468-02930&token=a55c220d134cba5e0e7e167c308f5781||TODAS|REPARACIONES DMA|REPARACION DMA| | |No|REP-33468/02930||year|15|day|Sí||50143|No|0|No|none|0|84733080|MONO/Stock||Fabricar|||||||||||||||||
REP-33469/03268|REPARACIÓN PPR/6924 - 33469||Sí|Sí|No|product|131,55097|85,50813|http://server7/qr-almacen/?ref=REP-33469-03268&token=8804b0dbb5679bce1979d19090aff94e||TODAS|REPARACIONES DMA|REPARACION DMA| | |No|REP-33469/03268||year|15|day|Sí||50143|No|0|No|none|0|84733080|MONO/Stock||Fabricar|||||||||||||||||
REP-33470/01152|REPARACION EQUIPO CON S/N: 33470||Sí|Sí|No|product|109,998723076923|71,49917|http://server7/qr-almacen/?ref=REP-33470-01152&token=503dde99c8ba6eab328f0788cfd9c5c7||TODAS|REPARACIONES DMA|REPARACION DMA| | |No|REP-33470/01152||year|15|day|Sí||50143|No|0|No|none|0|84733080|MONO/Stock||Fabricar|||||||||||||||||
REP-33470/01255|REPARACION EQUIPO CON S/N: 33470||Sí|Sí|No|product|177,961246153846|115,67481|http://server7/qr-almacen/?ref=REP-33470-01255&token=0b4f36ec3b2fa972c6f50b3170a6e68b||TODAS|REPARACIONES DMA|REPARACION DMA| | |No|REP-33470/01255||year|15|day|Sí||50143|No|0|No|none|0|84733080|MONO/Stock||Fabricar|||||||||||||||||
REP-33470/01948|REPARACIÓN EQUIPO||Sí|Sí|No|product|49,8156769230769|32,38019|http://server7/qr-almacen/?ref=REP-33470-01948&token=6294b32583cf472c2ebda768f6e33646||TODAS|REPARACIONES DMA|REPARACION DMA| | |No|REP-33470/01948||year|15|day|Sí||50143|No|0|No|none|0|84733080|MONO/Stock||Fabricar|||||||||||||||||
REP-33471/01179|REPARACION EQUIPO CON S/N: 33471||Sí|Sí|No|product|113,953107692308|74,06952|http://server7/qr-almacen/?ref=REP-33471-01179&token=907275d6b99681cdde4707109fd989e8||TODAS|REPARACIONES DMA|REPARACION DMA| | |No|REP-33471/01179||year|15|day|Sí||50143|No|0|No|none|0|84733080|MONO/Stock||Fabricar|||||||||||||||||
REP-33471/01469|REPARACION EQUIPO||Sí|Sí|No|product|178,846|116,2499|http://server7/qr-almacen/?ref=REP-33471-01469&token=3e5d2238ab95bc956e4fc527fed3c89d||TODAS|REPARACIONES DMA|REPARACION DMA| | |No|REP-33471/01469||year|15|day|Sí||50143|No|0|No|none|0|84733080|MONO/Stock||Fabricar|||||||||||||||||
REP-33471/01663|REPARACION EQUIPO CON S/N: 33471||Sí|Sí|No|product|109,856415384615|71,40667|http://server7/qr-almacen/?ref=REP-33471-01663&token=5cdc72d84e46c270322fc0e59f0b278c||TODAS|REPARACIONES DMA|REPARACION DMA| | |No|REP-33471/01663||year|15|day|Sí||50143|No|0|No|none|0|84733080|MONO/Stock||Fabricar|||||||||||||||||
REP-33473/01152|REPARACION EQUIPO CON S/N: 33473||Sí|Sí|No|product|109,999261538462|71,49952|http://server7/qr-almacen/?ref=REP-33473-01152&token=884743c3ae68b0fba916901ee3ff0d6a||TODAS|REPARACIONES DMA|REPARACION DMA| | |No|REP-33473/01152||year|15|day|Sí||50143|No|0|No|none|0|84733080|MONO/Stock||Fabricar|||||||||||||||||
REP-33474/03686|REPARACIÓN 33474||Sí|Sí|No|product|524,76415|341,0967|http://server7/qr-almacen/?ref=REP-33474-03686&token=72302cbc7bf0260ed113a05349156cf7||TODAS|REPARACIONES DMA|REPARACION DMA| | |No|REP-33474/03686||year|15|day|Sí||50143|No|0|No|none|0|84733080|MONO/Stock||Fabricar|||||||||||||||||
REP-33476/01643|REPARACIÓN EQUIPO||Sí|Sí|No|product|49,9494307692308|32,46713|http://server7/qr-almacen/?ref=REP-33476-01643&token=a5ed5602208567d2f4c8a7eca4cfa924||TODAS|REPARACIONES DMA|REPARACION DMA| | |No|REP-33476/01643||year|15|day|Sí||50143|No|0|No|none|0|84733080|MONO/Stock||Fabricar|||||||||||||||||
REP-33476/03589|REPARACIÓN PPR/7677-33476||Sí|Sí|No|product|206,77632|134,40461|http://server7/qr-almacen/?ref=REP-33476-03589&token=beae1acd9ea4602d09722aa13b88bdf4||TODAS|REPARACIONES DMA|REPARACION DMA| | |No|REP-33476/03589||year|15|day|Sí||50143|No|0|No|none|0|84733080|MONO/Stock||Fabricar|||||||||||||||||
REP-33477/03634|REPARACIÓN PPR/7849-33477||Sí|Sí|No|product|300,46772|195,30402|http://server7/qr-almacen/?ref=REP-33477-03634&token=a5c6a37ce992dc889800381f9b939cab||TODAS|REPARACIONES DMA|REPARACION DMA| | |No|REP-33477/03634||year|15|day|Sí||50143|No|0|No|none|0|84733080|MONO/Stock||Fabricar|||||||||||||||||
REP-33479/01396|REPARACION EQUIPO CON S/N: 33479||Sí|Sí|No|product|170,202461538462|110,6316|http://server7/qr-almacen/?ref=REP-33479-01396&token=f7131e2723c7bb900d63c01217d952c8||TODAS|REPARACIONES DMA|REPARACION DMA| | |No|REP-33479/01396||year|15|day|Sí||50143|No|0|No|none|0|84733080|MONO/Stock||Fabricar|||||||||||||||||
REP-33480/01922|REPARACIÓN||Sí|Sí|No|product|45|29,25|http://server7/qr-almacen/?ref=REP-33480-01922&token=f22de16ec60aaee3a1fdb6d51376a1ed||TODAS|REPARACIONES DMA|REPARACION DMA| | |No|REP-33480/01922||year|15|day|Sí||50143|No|0|No|none|0|84733080|MONO/Stock||Fabricar|||||||||||||||||
REP-33480/02487|REPARACIÓN SERVI 33480||Sí|Sí|No|product|369,81149|240,37747|http://server7/qr-almacen/?ref=REP-33480-02487&token=89d151f4aac70c65f26f09f3b88443b6||TODAS|REPARACIONES DMA|REPARACION DMA| | |No|REP-33480/02487||year|15|day|No||50143|No|0|No|none|0|84733080|MONO/Stock||Fabricar|||||||||||||||||
REP-33481/01255|REPARACION EQUIPO CON S/N: 33481||Sí|Sí|No|product|177,961246153846|115,67481|http://server7/qr-almacen/?ref=REP-33481-01255&token=5c39b194120fa2e42a4068f19629c3e5||TODAS|REPARACIONES DMA|REPARACION DMA| | |No|REP-33481/01255||year|15|day|Sí||50143|No|0|No|none|0|84733080|MONO/Stock||Fabricar|||||||||||||||||
REP-33481/02171|REPARACIÓN EQUIPO||Sí|Sí|No|product|300,92203|195,59932|http://server7/qr-almacen/?ref=REP-33481-02171&token=9fb83368143c5b312331c2ef2fb5bdd0||TODAS|REPARACIONES DMA|REPARACION DMA| | |No|REP-33481/02171||year|15|day|No||50143|No|0|No|none|0|84733080|MONO/Stock||Fabricar|||||||||||||||||
REP-33504/01799|REPARACION EQUIPO CON S/N: 33504||Sí|Sí|No|product|154,411584615385|100,36753|http://server7/qr-almacen/?ref=REP-33504-01799&token=32ca432cb160eaa656bae6be3e269cc3||TODAS|REPARACIONES DMA|REPARACION DMA| | |No|REP-33504/01799||year|15|day|Sí||50143|No|0|No|none|0|84733080|MONO/Stock||Fabricar|||||||||||||||||
REP-33505/01201|REPARACION EQUIPO CON S/N: 33505||Sí|Sí|No|product|170,4|110,76|http://server7/qr-almacen/?ref=REP-33505-01201&token=724aa87bdaad56da23dea7a3542700ae||TODAS|REPARACIONES DMA|REPARACION DMA| | |No|PPR/2876-33505||year|15|day|Sí||50143|No|0|No|none|0|84733080|MONO/Stock||Fabricar|||||||||||||||||
REP-33508/02958|REPARACIÓN PPR/6324 - 33508||Sí|Sí|No|product|375,59011|244,13357|http://server7/qr-almacen/?ref=REP-33508-02958&token=60d6a31c29baf2eee1365fe042736e31||TODAS|REPARACIONES DMA|REPARACION DMA| | |No|REP-33508/02958||year|15|day|Sí||50143|No|0|No|none|0|84733080|MONO/Stock||Fabricar|||||||||||||||||
REP-33509/02423|REPARACIÓN SERVI 33509||Sí|Sí|No|product|139,84637|90,90014|http://server7/qr-almacen/?ref=REP-33509-02423&token=f8aac4a03070e8247bcb54b952d35df9||TODAS|REPARACIONES DMA|REPARACION DMA| | |No|REP-33509/02423||year|15|day|No||50143|No|0|No|none|0|84733080|MONO/Stock||Fabricar|||||||||||||||||
REP-33511/01615|REPARACION EQUIPO CON S/N: 33511||Sí|Sí|No|product|162|105,3|http://server7/qr-almacen/?ref=REP-33511-01615&token=de50390618992a0ea50a2b46638adf13||TODAS|REPARACIONES DMA|REPARACION DMA| | |No|REP-33511/01615||year|15|day|Sí||50143|No|0|No|none|0|84733080|MONO/Stock||Fabricar|||||||||||||||||
REP-33511/03345|REPARACIÓN PPR/7094-33511||Sí|Sí|No|product|279,28846|181,5375|http://server7/qr-almacen/?ref=REP-33511-03345&token=623b9749b93d43e4eff359669d694f6f||TODAS|REPARACIONES DMA|REPARACION DMA| | |No|REP-33511/03345||year|15|day|Sí||50143|No|0|No|none|0|84733080|MONO/Stock||Fabricar|||||||||||||||||
REP-33512/01431|REPARACION EQUIPO||Sí|Sí|No|product|162|105,3|http://server7/qr-almacen/?ref=REP-33512-01431&token=a86ffffc324346793121a6bc513354ee||TODAS|REPARACIONES DMA|REPARACION DMA| | |No|REP-3512/01431||year|15|day|Sí||50143|No|0|No|none|0|84733080|MONO/Stock||Fabricar|||||||||||||||||
REP-33520/02645|REPARACIÓN SERVI 33520||Sí|Sí|No|product|352,76777|229,29905|http://server7/qr-almacen/?ref=REP-33520-02645&token=06b8c9918f1765fd35e124b32007a2c9||TODAS|REPARACIONES DMA|REPARACION DMA| | |No|REP-33520/02645||year|15|day|Sí||50143|No|0|No|none|0|84733080|MONO/Stock||Fabricar|||||||||||||||||
REP-33523/01570|REPARACIÓN EQUIPO||Sí|Sí|No|product|82,1589538461538|53,40332|http://server7/qr-almacen/?ref=REP-33523-01570&token=c18d5a40cfea98b3b095d4f5748346de||TODAS|REPARACIONES DMA|REPARACION DMA| | |No|REP-33523/01570||year|15|day|Sí||50143|No|0|No|none|0|84733080|MONO/Stock||Fabricar|||||||||||||||||
REP-33530/01243|ACTUALIZACION EQUIPO CETIL||Sí|Sí|No|product|465,767753846154|302,74904|http://server7/qr-almacen/?ref=REP-33530-01243&token=e89e19e2c3d18bbfd045b31f0f9cee10||TODAS|REPARACIONES DMA|REPARACION DMA| | |No|REP-33530/01243||year|15|day|Sí||50143|No|0|No|none|0|84733080|MONO/Stock||Fabricar|||||||||||||||||
REP-33530/01300|Reparación equipo con s/n: 33530||Sí|Sí|No|product|339,859061538462|220,90839|http://server7/qr-almacen/?ref=REP-33530-01300&token=41d1d1735c6ed9c9fd8094fa9c155bb6||TODAS|REPARACIONES DMA|REPARACION DMA| | |No|REP-33530/01300||year|15|day|Sí||50143|No|0|No|none|0|84733080|MONO/Stock||Fabricar|||||||||||||||||
REP-33530/01547|REPARACION EQUIPO CON S/N: 33530||Sí|Sí|No|product|484,487276923077|314,91673|http://server7/qr-almacen/?ref=REP-33530-01547&token=72dc06331fdb9ec48f1154be4b8f73ef||TODAS|REPARACIONES DMA|REPARACION DMA| | |No|REP-33530/01547||year|15|day|Sí||50143|No|0|No|none|0|84733080|MONO/Stock||Fabricar|||||||||||||||||
REP-33530/02930|REPARACIÓN PPR/6208 - 33530||Sí|Sí|No|product|587,07272|381,59727|http://server7/qr-almacen/?ref=REP-33530-02930&token=59a0356f09d4a0e31e203791cd8e4457||TODAS|REPARACIONES DMA|REPARACION DMA| | |No|REP-33530/02930||year|15|day|Sí||50143|No|0|No|none|0|84733080|MONO/Stock||Fabricar|||||||||||||||||
REP-33531/01396|Reparación equipo con s/n: 33531||Sí|Sí|No|product|221,422523076923|143,92464|http://server7/qr-almacen/?ref=REP-33531-01396&token=cd02d30ff6c462438754c75682250122||TODAS|REPARACIONES DMA|REPARACION DMA| | |No|REP-33531/01396||year|15|day|Sí||50143|No|0|No|none|0|84733080|MONO/Stock||Fabricar|||||||||||||||||
REP-33531/02546|REPARACIÓN PPR/5285 - 33531||Sí|Sí|No|product|461,66689|300,08348|http://server7/qr-almacen/?ref=REP-33531-02546&token=7757ec62f139981fff6867828d90708b||TODAS|REPARACIONES DMA|REPARACION DMA| | |No|REP-33531/02546||year|15|day|Sí||50143|No|0|No|none|0|84733080|MONO/Stock||Fabricar|||||||||||||||||
REP-33532/01337|REPARACION EQUIPO CON S/N: 33532||Sí|Sí|No|product|699,699753846154|454,80484|http://server7/qr-almacen/?ref=REP-33532-01337&token=73c4232dd9902b30895a7836f27b97ee||TODAS|REPARACIONES DMA|REPARACION DMA| | |No|REP-33532/01337||year|15|day|Sí||50143|No|0|No|none|0|84733080|MONO/Stock||Fabricar|||||||||||||||||
REP-33532/01682|REPARACION EQUIPO CON S/N: 33532||Sí|Sí|No|product|126,047692307692|81,931|http://server7/qr-almacen/?ref=REP-33532-01682&token=bfc991b1e66dcab6d8bcd4a5bded2845||TODAS|REPARACIONES DMA|REPARACION DMA| | |No|REP-33532/01682||year|15|day|Sí||50143|No|0|No|none|0|84733080|MONO/Stock||Fabricar|||||||||||||||||
REP-33533/01170|REPARACION EQUIPO CON S/N 33533||Sí|Sí|No|product|585,899307692308|380,83455|http://server7/qr-almacen/?ref=REP-33533-01170&token=a1f5bf63254ed85a28da7ee25b780f51||TODAS|REPARACIONES DMA|REPARACION DMA| | |No|REP-33533/01170|2|year|22|day|Sí||50143|No|0|No|none|0|84733080|MONO/Stock||Fabricar|||||||||||||||||
REP-33544/02782|REPARACIÓN 33544 SERVI||Sí|Sí|No|product|45|29,25|http://server7/qr-almacen/?ref=REP-33544-02782&token=ffb0c1379b39fb66831e30e3c555ced8||TODAS|REPARACIONES DMA|REPARACION DMA| | |No|REP-33544/02782||year|15|day|Sí||50143|No|0|No|none|0|84733080|MONO/Stock||Fabricar|||||||||||||||||
REP-33571/01243|ACTUALIZACION EQUIPO CETIL||Sí|Sí|No|product|465,767753846154|302,74904|http://server7/qr-almacen/?ref=REP-33571-01243&token=01057a8bac52c7d8aed237e1919d2c22||TODAS|REPARACIONES DMA|REPARACION DMA| | |No|PPR/2898-33571||year|15|day|Sí||50143|No|0|No|none|0|84733080|MONO/Stock||Fabricar|||||||||||||||||
REP-33574/03318|REPARACIÓN PPR/7080 - 33574||Sí|Sí|No|product|67,5|43,875|http://server7/qr-almacen/?ref=REP-33574-03318&token=a5f9ee92cd4c974d620b0b99e60d935f||TODAS|REPARACIONES DMA|REPARACION DMA| | |No|REP-33574/03318||year|15|day|Sí||50143|No|0|No|none|0|84733080|MONO/Stock||Fabricar|||||||||||||||||
REP-33575/02171|REPARACIÓN EQUIPO||Sí|Sí|No|product|337,40574|219,31373|http://server7/qr-almacen/?ref=REP-33575-02171&token=33ee58e9b49f2059e74fc48824d7e801||TODAS|REPARACIONES DMA|REPARACION DMA| | |No|REP-33575/02171||year|15|day|No||50143|No|0|No|none|0|84733080|MONO/Stock||Fabricar|||||||||||||||||
REP-33587/02038|REPARACIÓN EQUIPO||Sí|Sí|No|product|339,137969230769|220,43968|http://server7/qr-almacen/?ref=REP-33587-02038&token=e9cb044ac9c074efa5af407d8ff99438||TODAS|REPARACIONES DMA|REPARACION DMA| | |No|REP-33587/02038||year|15|day|Sí||50143|No|0|No|none|0|84733080|MONO/Stock||Fabricar|||||||||||||||||
REP-33594/02113|REPARACIÓN EQUIPO||Sí|Sí|No|product|45|29,25|http://server7/qr-almacen/?ref=REP-33594-02113&token=400bdc18aed0ade6a53fa38166f64395||TODAS|REPARACIONES DMA|REPARACION DMA| | |No|REP-33594/02113||year|15|day|No||50143|No|0|No|none|0|84733080|MONO/Stock||Fabricar|||||||||||||||||
REP-33604/01530|REPARACIÓN EQUIPO||Sí|Sí|No|product|370,323076923077|240,71|http://server7/qr-almacen/?ref=REP-33604-01530&token=b95a2ec73988793c15d9b978fa9e52db||TODAS|REPARACIONES DMA|REPARACION DMA| | |No|REP-33604/01530||year|15|day|Sí||50143|No|0|No|none|0|84733080|MONO/Stock||Fabricar|||||||||||||||||
REP-33617/03783|REPARACIÓN 33617||Sí|Sí|No|product|233,02308|151,465|http://server7/qr-almacen/?ref=REP-33617-03783&token=a3fe87529c9b358f9a12b9514812db5a||TODAS|REPARACIONES DMA|REPARACION DMA| | |No|REP-33617/03783||year|15|day|Sí||50143|No|0|No|none|0|84733080|MONO/Stock||Fabricar|||||||||||||||||
REP-33632-03707|DIAGNOSTICO 33632||Sí|Sí|No|product|22,5|14,625|http://server7/qr-almacen/?ref=REP-33632-03707&token=5dd393c328a333fd55d2e9e4a9fa7c12||TODAS|REPARACIONES DMA|REPARACION DMA| | |No|REP-33632-03707||year|15|day|Sí||50143|No|0|No|none|0|84733080|MONO/Stock||Fabricar|||||||||||||||||
REP-33635/03464|REPARACIÓN PPR/7369-33635||Sí|Sí|No|product|579,14522|376,44439|http://server7/qr-almacen/?ref=REP-33635-03464&token=ade133111840db757f32b917ec9fdbf3||TODAS|REPARACIONES DMA|REPARACION DMA| | |No|REP-33635/03464||year|15|day|Sí||50143|No|0|No|none|0|84733080|MONO/Stock||Fabricar|||||||||||||||||
REP-33636/02782|REPARACIÓN SERVI 33636||Sí|Sí|No|product|341,99328|222,29563|http://server7/qr-almacen/?ref=REP-33636-02782&token=6f636e88873a117a201e470d5b3f4736||TODAS|REPARACIONES DMA|REPARACION DMA| | |No|REP-33636/02782||year|15|day|Sí||50143|No|0|No|none|0|84733080|MONO/Stock||Fabricar|||||||||||||||||
REP-33637/02459|REPARACIÓN EQUIPO||Sí|Sí|No|product|273,43958|177,73573|http://server7/qr-almacen/?ref=REP-33637-02459&token=9d425a68477fed1355f45373445f548f||TODAS|REPARACIONES DMA|REPARACION DMA| | |No|REP-33637/02459||year|15|day|Sí||50143|No|0|No|none|0|84733080|MONO/Stock||Fabricar|||||||||||||||||
